name_1,name_2,true,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob,pred
CGTRNA_RS00005,CGTRNA_RS00010,0,0.07041686773300171,0.14297987520694733,0.06567628681659698,0.02549031935632229,0.0822937935590744,0.13593465089797974,0.10436193645000458,0.06596419960260391,0.08819195628166199,0.053901273757219315,0.08352111596614123,0
CGTRNA_RS00010,CGTRNA_RS00015,1,0.9583011269569397,0.9217870831489563,0.9667787551879883,0.9753235578536987,0.8910987377166748,0.9099357724189758,0.9692782163619995,0.8696361780166626,0.9187900424003601,0.9621047377586365,0.9343034207820893,1
CGTRNA_RS00015,CGTRNA_RS00020,1,0.9484137296676636,0.8518118262290955,0.8755364418029785,0.7949963808059692,0.8163512945175171,0.8963804841041565,0.8444138765335083,0.7634326219558716,0.935014545917511,0.7983647584915161,0.8524715960025787,1
CGTRNA_RS00020,CGTRNA_RS00025,1,0.45739901065826416,0.640067458152771,0.369158536195755,0.5078093409538269,0.43957823514938354,0.5219740271568298,0.5974248051643372,0.3496011793613434,0.48563969135284424,0.4617924690246582,0.48304447531700134,0
CGTRNA_RS00025,CGTRNA_RS00030,0,0.26033347845077515,0.12959367036819458,0.16382011771202087,0.031054917722940445,0.07898949831724167,0.2643728256225586,0.17427657544612885,0.08788787573575974,0.09174668788909912,0.11373930424451828,0.13958149515092372,0
CGTRNA_RS00030,CGTRNA_RS00060,0,0.0012335935607552528,0.004285803996026516,0.031431470066308975,0.000946034153457731,0.003344278084114194,0.008159520104527473,0.0034840269945561886,0.0017207879573106766,0.0038588736206293106,0.0002924524014815688,0.005875684093916788,0
CGTRNA_RS00060,CGTRNA_RS00065,1,0.9844682216644287,0.9860364198684692,0.9815177917480469,0.9789296984672546,0.9701552391052246,0.9679898619651794,0.9886235594749451,0.9795750379562378,0.9769787788391113,0.9588761329650879,0.9773150742053985,1
CGTRNA_RS00085,CGTRNA_RS00090,1,0.9296457171440125,0.958297848701477,0.9351724982261658,0.9361026287078857,0.9246165156364441,0.9553560018539429,0.958723783493042,0.9320346713066101,0.9536567330360413,0.923888623714447,0.9407495021820068,1
CGTRNA_RS00090,CGTRNA_RS00105,0,0.0029254574328660965,0.0010995903285220265,0.0015143703203648329,0.00836243387311697,0.0066577051766216755,0.016949407756328583,0.0046884045004844666,0.001143410918302834,0.008865058422088623,0.009944372810423374,0.0062150211539119486,0
CGTRNA_RS00105,CGTRNA_RS00110,1,0.9703519344329834,0.9207382798194885,0.9030379056930542,0.8985335230827332,0.7510265707969666,0.9150663614273071,0.9134097695350647,0.8358457088470459,0.8890469670295715,0.9002969264984131,0.8897353947162628,1
CGTRNA_RS00110,CGTRNA_RS00115,0,0.0656495988368988,0.022447483614087105,0.06268665939569473,0.015538278967142105,0.02297258749604225,0.056820593774318695,0.014832595363259315,0.019273463636636734,0.038088079541921616,0.006912611424922943,0.03252219520509243,0
CGTRNA_RS00170,CGTRNA_RS00175,1,0.9776540398597717,0.9607199430465698,0.9523264765739441,0.9324319958686829,0.8771323561668396,0.9538350105285645,0.9662780165672302,0.9208430051803589,0.9485728144645691,0.8957998752593994,0.938559353351593,1
CGTRNA_RS00175,CGTRNA_RS00180,1,0.9580473303794861,0.6832166314125061,0.8457899689674377,0.706214964389801,0.9016810655593872,0.9617629051208496,0.6791788935661316,0.9285078644752502,0.9620760679244995,0.7624879479408264,0.8388963639736176,1
