name_1,name_2,true,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob,pred
BSU00010,BSU00020,1,0.8685835599899292,0.8130749464035034,0.626570463180542,0.8589977025985718,0.3139762282371521,0.6347992420196533,0.7518633008003235,0.7421222925186157,0.6835704445838928,0.8746456503868103,0.7168203830718994,1
BSU00020,BSU00030,1,0.6708782911300659,0.4576849341392517,0.451116144657135,0.30657392740249634,0.05499294400215149,0.11744841933250427,0.3599196672439575,0.2664521336555481,0.11926139146089554,0.223897784948349,0.3028225637972355,0
BSU00030,BSU00040,1,0.9700325131416321,0.947163999080658,0.9171184301376343,0.9775421023368835,0.9367713928222656,0.8655567169189453,0.9673706889152527,0.9153060913085938,0.9666775465011597,0.918890118598938,0.9382429599761963,1
BSU00040,BSU00050,1,0.9831171631813049,0.963226854801178,0.8840561509132385,0.9758465886116028,0.9435457587242126,0.9734095335006714,0.9633212089538574,0.9681989550590515,0.9687846899032593,0.9945900440216064,0.9618096947669983,1
BSU00050,BSU00060,1,0.939237117767334,0.9526505470275879,0.8206440210342407,0.9420924186706543,0.9722558259963989,0.9518482685089111,0.9211301207542419,0.9465064406394958,0.9670604467391968,0.9491886496543884,0.936261385679245,1
BSU00060,BSU00070,1,0.7357844710350037,0.735424280166626,0.7585679888725281,0.8376243114471436,0.6937770247459412,0.8646251559257507,0.7384384870529175,0.6326395273208618,0.3428869843482971,0.8878278732299805,0.722759610414505,1
BSU00090,BSU00100,0,0.6112278699874878,0.7134472131729126,0.724581241607666,0.8308309316635132,0.29140764474868774,0.5722357034683228,0.7646093964576721,0.5366758704185486,0.358624666929245,0.8273699879646301,0.6231010526418685,1
BSU00100,BSU00110,1,0.9051283001899719,0.6780786514282227,0.5034785270690918,0.8479787111282349,0.7173525094985962,0.7961885929107666,0.4070889949798584,0.6467618942260742,0.4367761015892029,0.8562324047088623,0.6795064687728882,1
BSU00110,BSU00120,1,0.9684893488883972,0.9696324467658997,0.9709253311157227,0.9752821326255798,0.980638325214386,0.9816817045211792,0.9727018475532532,0.9606016278266907,0.9890697002410889,0.9865535497665405,0.9755576014518738,1
BSU00190,BSU00200,1,0.9855039715766907,0.9851498603820801,0.9616005420684814,0.9938315153121948,0.9956544637680054,0.9830844402313232,0.9815953373908997,0.9859936237335205,0.9781579971313477,0.9811899065971375,0.9831761658191681,1
BSU00200,BSU00210,1,0.9757726192474365,0.98370760679245,0.9693321585655212,0.9936378002166748,0.9808038473129272,0.9739468693733215,0.9815207123756409,0.9918573498725891,0.9838986992835999,0.9869779348373413,0.9821455597877502,1
BSU00210,BSU00220,1,0.9911745190620422,0.979430615901947,0.9579702019691467,0.9889606237411499,0.9815320372581482,0.9804703593254089,0.9836676716804504,0.9888689517974854,0.9911219477653503,0.9928769469261169,0.9836073875427246,1
BSU00220,BSU00230,1,0.9384254217147827,0.8347421288490295,0.5766838192939758,0.8621451258659363,0.7435592412948608,0.9207783341407776,0.763404905796051,0.8369196653366089,0.8387669324874878,0.9392553567886353,0.8254680931568146,1
BSU00240,BSU00250,0,0.7063525319099426,0.5402342677116394,0.6389991641044617,0.5200827121734619,0.3073453903198242,0.3304179906845093,0.5177536010742188,0.3273877799510956,0.06114235892891884,0.2489277422428131,0.41986435391008853,0
