name_1,name_2,true,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7,prob_8,prob_9,prob,pred
MPN001,MPN002,1,0.9868977069854736,0.9739611744880676,0.9626758098602295,0.9761797189712524,0.9315311908721924,0.9785653352737427,0.9782295227050781,0.9621889591217041,0.9827011823654175,0.9514690041542053,0.9684399604797364,1
MPN002,MPN003,1,0.7556166052818298,0.7814292311668396,0.8014288544654846,0.7576714754104614,0.8106019496917725,0.9112120866775513,0.6889733672142029,0.7268206477165222,0.9635831117630005,0.8533086180686951,0.805064594745636,1
MPN003,MPN004,1,0.9852604866027832,0.9757608771324158,0.9676720499992371,0.9772818684577942,0.93621426820755,0.968523383140564,0.9777869582176208,0.969203531742096,0.9825791120529175,0.9658098816871643,0.9706092417240143,1
MPN004,MPN005,1,0.983035683631897,0.9787325263023376,0.9601006507873535,0.9527838826179504,0.9599603414535522,0.9734671115875244,0.9830321669578552,0.9515690803527832,0.982200026512146,0.9502773880958557,0.9675158858299255,1
MPN005,MPN006,1,0.9857338666915894,0.9754559993743896,0.9825088381767273,0.9757309556007385,0.9531888365745544,0.9712553024291992,0.9794625639915466,0.9642230272293091,0.9706291556358337,0.9539288878440857,0.9712117433547973,1
MPN006,MPN007,1,0.9803197979927063,0.9157186150550842,0.9580283164978027,0.9038945436477661,0.8561842441558838,0.9490198493003845,0.91140216588974,0.9290316104888916,0.9388517737388611,0.9362024068832397,0.927865332365036,1
MPN007,MPN008,1,0.9781197905540466,0.9518371224403381,0.9308325052261353,0.9664541482925415,0.9163752198219299,0.9647363424301147,0.986176609992981,0.8452664613723755,0.9398269653320312,0.9377765655517578,0.9417401731014252,1
MPN008,MPN009,1,0.981774628162384,0.9701400995254517,0.964166522026062,0.9286623597145081,0.9257066249847412,0.9628013968467712,0.9820219278335571,0.9480053782463074,0.9719097018241882,0.9336825609207153,0.9568871200084687,1
MPN013,MPN014,0,0.7896634340286255,0.615321159362793,0.42436927556991577,0.18300506472587585,0.8299398422241211,0.8640341758728027,0.9236478209495544,0.5426802039146423,0.6976882815361023,0.2883510887622833,0.6158700346946716,1
MPN024,MPN025,1,0.9824797511100769,0.9596665501594543,0.9648881554603577,0.9431001543998718,0.8844318985939026,0.9698609113693237,0.9451909065246582,0.9402011036872864,0.9765941500663757,0.9606821537017822,0.952709573507309,1
MPN025,MPN028,0,0.019048385322093964,0.010969510301947594,0.005216365680098534,0.0015155028086155653,0.012021683156490326,0.04030068963766098,0.00871726218611002,0.006128543987870216,0.035369738936424255,0.004455492831766605,0.014374317484907806,0
MPN028,MPN029,0,0.9834433794021606,0.9782574772834778,0.9681458473205566,0.986077070236206,0.9582945108413696,0.9731165170669556,0.9691674709320068,0.9750461578369141,0.9763651490211487,0.9728516936302185,0.9740765273571015,1
MPN029,MPN030,1,0.9879543781280518,0.9692218899726868,0.9716082215309143,0.9675257205963135,0.9384244084358215,0.983161449432373,0.9790046811103821,0.973231315612793,0.983822226524353,0.9702226519584656,0.9724176943302154,1
MPN030,MPN031,1,0.9842604398727417,0.9748445749282837,0.9560427069664001,0.9532175064086914,0.8830122351646423,0.9692791104316711,0.9618013501167297,0.9423428177833557,0.9497310519218445,0.9630274772644043,0.9537559270858764,1
MPN031,MPN035,0,0.0041534085758030415,0.005125506315380335,0.0007723001181147993,0.009507027454674244,0.02921713888645172,0.0418868288397789,0.021756283938884735,0.008034194819629192,0.01682150736451149,0.009242418222129345,0.01465166145353578,0
MPN035,MPN036,0,0.3106660544872284,0.31945809721946716,0.17791838943958282,0.2439901977777481,0.6101882457733154,0.5911956429481506,0.11422326415777206,0.21479667723178864,0.7757676243782043,0.1166498214006424,0.34748540148139,0
MPN043,MPN045,0,0.2920989692211151,0.14765381813049316,0.06153665482997894,0.06113481521606445,0.2068776935338974,0.2992072105407715,0.21862837672233582,0.09056413173675537,0.32996639609336853,0.04243350401520729,0.17501015700399875,0
MPN045,MPN046,1,0.9853385090827942,0.9787315130233765,0.9686294198036194,0.9676306843757629,0.9334643483161926,0.969658613204956,0.9852781295776367,0.9641138315200806,0.9736748933792114,0.9530510306358337,0.9679570972919465,1
MPN046,MPN047,0,0.984157919883728,0.9674396514892578,0.944677472114563,0.9542695879936218,0.9390987753868103,0.9616994857788086,0.9593991041183472,0.9574077129364014,0.9806315302848816,0.9537724852561951,0.9602553725242615,1
MPN047,MPN048,0,0.4627973139286041,0.33063554763793945,0.5682342052459717,0.5225350856781006,0.5125163793563843,0.5977010726928711,0.5828135013580322,0.2691015303134918,0.6802534461021423,0.21739637851715088,0.47439844608306886,0
MPN048,MPN049,1,0.6488153338432312,0.7727969288825989,0.725163459777832,0.7418683767318726,0.6765092611312866,0.7367284893989563,0.7442063689231873,0.6037060618400574,0.7332561612129211,0.6333834528923035,0.7016433894634246,1
MPN052,MPN053,1,0.8960862755775452,0.5699417591094971,0.5457407832145691,0.47811633348464966,0.5168633460998535,0.7762139439582825,0.6854375004768372,0.7239283919334412,0.6282713413238525,0.5601479411125183,0.6380747616291046,1
MPN055,MPN056,1,0.9838774800300598,0.9845402836799622,0.9791975021362305,0.9633121490478516,0.9387858510017395,0.9599166512489319,0.9963029623031616,0.9736203551292419,0.9243565201759338,0.9771203994750977,0.9681030154228211,1
MPN056,MPN057,1,0.984051525592804,0.9541570544242859,0.9596308469772339,0.9548439383506775,0.9039962291717529,0.9718104004859924,0.9517043828964233,0.9614209532737732,0.9812982082366943,0.956086277961731,0.9578999817371369,1
MPN057,MPN058,1,0.9837417602539062,0.9746324419975281,0.9718170166015625,0.9716975092887878,0.9520237445831299,0.9626548290252686,0.991243302822113,0.97117680311203,0.9722113013267517,0.9788330793380737,0.9730031788349152,1
MPN058,MPN059,0,0.9651072025299072,0.914454460144043,0.8893718719482422,0.7909024953842163,0.8181880712509155,0.9073036313056946,0.9694080948829651,0.8920868635177612,0.8721763491630554,0.8939096331596375,0.8912908673286438,1
